story_title,document,status,implementation_note,fixture_id,states,play_steps,visual_assertions,implementation_status,screen_id
20 Powłoka/Global search i Command Palette,06-powloka-produktu-i-nawigacja/20-07-global-search-i-command-palette.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/117-20-07-global-search-i-command-palette.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/OverlayRoot i system warstw,06-powloka-produktu-i-nawigacja/20-10-overlayroot-i-system-warstw.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/118-20-10-overlayroot-i-system-warstw.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/Powiadomienia,06-powloka-produktu-i-nawigacja/20-08-powiadomienia.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/119-20-08-powiadomienia.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/Sidebar,06-powloka-produktu-i-nawigacja/20-04-sidebar.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/120-20-04-sidebar.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/Sidebar — warianty,06-powloka-produktu-i-nawigacja/20-05-sidebar-warianty.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/121-20-05-sidebar-warianty.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/Topbar publiczny,06-powloka-produktu-i-nawigacja/20-02-topbar-publiczny.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/122-20-02-topbar-publiczny.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/Topbar zalogowany,06-powloka-produktu-i-nawigacja/20-03-topbar-zalogowany.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/123-20-03-topbar-zalogowany.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/Workspace switcher,06-powloka-produktu-i-nawigacja/20-06-workspace-switcher.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/124-20-06-workspace-switcher.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Dostęp zablokowany,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-28-dostep-zablokowany.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/125-auth-28-dostep-zablokowany.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Ekran po wylogowaniu,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-26-ekran-po-wylogowaniu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/126-auth-26-ekran-po-wylogowaniu.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Firma już zarejestrowana,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-11-firma-juz-zarejestrowana.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/127-auth-11-firma-juz-zarejestrowana.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Identyfikacja firmy,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-07-identyfikacja-firmy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/128-auth-07-identyfikacja-firmy.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Informacja o wysłaniu resetu,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-19-informacja-o-wyslaniu-resetu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/129-auth-19-informacja-o-wyslaniu-resetu.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Konfiguracja MFA,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-17-konfiguracja-mfa.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/130-auth-17-konfiguracja-mfa.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Logowanie,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-02-logowanie.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/131-auth-02-logowanie.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Ponowne uwierzytelnienie,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-24-ponowne-uwierzytelnienie.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/132-auth-24-ponowne-uwierzytelnienie.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Prośba o odzyskanie hasła,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-18-prosba-o-odzyskanie-hasla.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/133-auth-18-prosba-o-odzyskanie-hasla.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Przegląd zaproszenia,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-15-przeglad-zaproszenia.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/134-auth-15-przeglad-zaproszenia.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Przetwarzanie rejestracji,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-13-przetwarzanie-rejestracji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/135-auth-13-przetwarzanie-rejestracji.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Przetwarzanie wylogowania,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-25-przetwarzanie-wylogowania.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/136-auth-25-przetwarzanie-wylogowania.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Rejestracja adresem e-mail,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-04-rejestracja-adresem-e-mail.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/137-auth-04-rejestracja-adresem-e-mail.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Rejestracja przez OAuth,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-05-rejestracja-przez-oauth.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/138-auth-05-rejestracja-przez-oauth.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Rejestracja zakończona,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-14-rejestracja-zakonczona.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/139-auth-14-rejestracja-zakonczona.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Rozwiązanie dostępu,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-21-rozwiazanie-dostepu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/140-auth-21-rozwiazanie-dostepu.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Ręczne wprowadzenie firmy,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-10-reczne-wprowadzenie-firmy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/141-auth-10-reczne-wprowadzenie-firmy.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Sprawdzenie i edycja danych firmy,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-09-sprawdzenie-i-edycja-danych-firmy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/142-auth-09-sprawdzenie-i-edycja-danych-firmy.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Ustawienie nowego hasła,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-20-ustawienie-nowego-hasla.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/143-auth-20-ustawienie-nowego-hasla.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Usługa Auth niedostępna,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-27-usluga-auth-niedostepna.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/144-auth-27-usluga-auth-niedostepna.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Wejście do Auth,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-01-wejscie-do-auth.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/145-auth-01-wejscie-do-auth.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Wejście do rejestracji,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-03-wejscie-do-rejestracji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/146-auth-03-wejscie-do-rejestracji.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Weryfikacja MFA,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-16-weryfikacja-mfa.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/147-auth-16-weryfikacja-mfa.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Weryfikacja adresu e-mail,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-06-weryfikacja-adresu-e-mail.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/148-auth-06-weryfikacja-adresu-e-mail.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Wybór obszaru roboczego,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-23-wybor-obszaru-roboczego.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/149-auth-23-wybor-obszaru-roboczego.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Wybór organizacji lub tenanta,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-22-wybor-organizacji-lub-tenanta.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/150-auth-22-wybor-organizacji-lub-tenanta.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Wyszukiwanie firmy,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-08-wyszukiwanie-firmy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/151-auth-08-wyszukiwanie-firmy.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Zakończenie procesu i wejście do aplikacji,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-29-zakonczenie-procesu-i-wejscie-do-aplikacji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/152-auth-29-zakonczenie-procesu-i-wejscie-do-aplikacji.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
25 Dostęp/Powierzchnie/Zgody rejestracyjne,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-12-zgody-rejestracyjne.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/153-auth-12-zgody-rejestracyjne.json,ready|loading|empty|error|validationError|rateLimited|blocked,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-blocked,backlog-target-not-implemented,
30 Centrum Dowodzenia/Drivery wyniku,07-centrum-dowodzenia/30-05-drivery-wyniku.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/154-30-05-drivery-wyniku.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.05
30 Centrum Dowodzenia/KPI,07-centrum-dowodzenia/30-03-kpi.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/155-30-03-kpi.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.03
30 Centrum Dowodzenia/Klienci,07-centrum-dowodzenia/30-09-klienci.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/156-30-09-klienci.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.09
30 Centrum Dowodzenia/Kolejka uwagi,07-centrum-dowodzenia/30-02-kolejka-uwagi.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/157-30-02-kolejka-uwagi.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.02
30 Centrum Dowodzenia/Lejek,07-centrum-dowodzenia/30-10-lejek.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/158-30-10-lejek.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.10
30 Centrum Dowodzenia/Plan vs wynik,07-centrum-dowodzenia/30-04-plan-vs-wynik.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/159-30-04-plan-vs-wynik.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.04
30 Centrum Dowodzenia/Produkty,07-centrum-dowodzenia/30-08-produkty.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/160-30-08-produkty.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.08
30 Centrum Dowodzenia/Rekomendacje AI — skrót,07-centrum-dowodzenia/30-11-rekomendacje-ai-skrot.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/161-30-11-rekomendacje-ai-skrot.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.11
30 Centrum Dowodzenia/Ruch,07-centrum-dowodzenia/30-07-ruch.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/162-30-07-ruch.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.07
30 Centrum Dowodzenia/Sygnały sprzedażowe,07-centrum-dowodzenia/30-12-sygnaly-sprzedazowe.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/163-30-12-sygnaly-sprzedazowe.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.12
30 Centrum Dowodzenia/Warianty Centrum Dowodzenia,07-centrum-dowodzenia/30-14-warianty-centrum-dowodzenia.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/164-30-14-warianty-centrum-dowodzenia.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.14
30 Centrum Dowodzenia/Waterfall,07-centrum-dowodzenia/30-13-waterfall.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/165-30-13-waterfall.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.13
30 Centrum Dowodzenia/Widok główny,07-centrum-dowodzenia/30-01-widok-glowny.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/166-30-01-widok-glowny.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.01
30 Centrum Dowodzenia/Źródła sprzedaży,07-centrum-dowodzenia/30-06-zrodla-sprzedazy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/167-30-06-zrodla-sprzedazy.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,30.06
